Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,5/4/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,19
Stop & Frisk,5/4/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,20
Stop & Frisk,5/4/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1400 BLOCK OF BRENTWOOD PARKWAY NE,5D,505,24
Stop & Frisk,5/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF 20TH STREET NW,2D,207,23
Stop & Frisk,5/5/2017,2017,Person,Black,Female,Unknown,400 BLOCK OF M STREET SE,1D,106,24
Stop & Frisk,5/5/2017,2017,Person,Unknown,Male,Unknown,400 BLOCK OF M STREET SE,1D,106,37
Stop & Frisk,5/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,507,38
Stop & Frisk,5/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,507,47
Stop & Frisk,5/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5000 BLOCK OF G STREET SE,6D,604,Juvenile
Stop & Frisk,5/5/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF NEW JERSEY AVENUE SE,1D,106,Juvenile
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,19
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,20
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF KENILWORTH AVENUE NE,6D,603,20
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF JAY STREET NE,6D,601,24
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3600 BLOCK OF JAY STREET NE,6D,601,24
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF 14TH STREET NW,3D,305,25
Stop & Frisk,5/6/2017,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF P STREET NW,2D,208,38
Stop & Frisk,5/6/2017,2017,Person,Unknown,Male,Hispanic Or Latino,UNIT BLOCK OF RHODE ISLAND AVENUE NE,5D,502,27
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF BRENTWOOD ROAD NE,5D,504,18
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF GRACE STREET NW,2D,206,46
Stop & Frisk,5/6/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF 28TH STREET SE,6D,607,33
Stop & Frisk,5/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF TRINIDAD AVENUE NE,5D,506,30
Stop & Frisk,5/7/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF BENNING ROAD NE,5D,507,29
Stop & Frisk,5/7/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF ADAMS MILL ROAD NW,3D,303,22
Stop & Frisk,5/7/2017,2017,Person,Black,Female,Unknown,UNIT BLOCK OF H STREET NW,1D,103,Unknown
Stop & Frisk,5/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF COLUMBIA ROAD NW,3D,303,53
Stop & Frisk,5/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 12TH STREET SE,1D,107,35
Stop & Frisk,5/7/2017,2017,Person,Unknown,Female,Unknown,500 BLOCK OF 12TH STREET SE,1D,107,36
Stop & Frisk,5/7/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF POMEROY ROAD SE,7D,703,Juvenile
Stop & Frisk,5/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF RHODE ISLAND AVENUE NE,5D,502,33
Stop & Frisk,5/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 14TH STREET NE,1D,108,Juvenile
Stop & Frisk,5/8/2017,2017,Person,Unknown,Male,Hispanic Or Latino,2700 BLOCK OF K STREET NW,2D,202,56
Stop & Frisk,5/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF EAST CAPITOL STREET NE,1D,107,18
Stop & Frisk,5/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF CHESAPEAKE STREET SE,7D,706,33
Stop & Frisk,5/8/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF JOLIET STREET SW,7D,708,25
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF 1ST STREET NW,5D,501,33
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF GALES STREET NE,5D,507,50
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Unknown,3900 BLOCK OF SOUTH CAPITOL STREET SW,7D,708,51
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 18TH STREET NE,5D,507,19
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF KENNEDY STREET NW,4D,406,52
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF M STREET NW,2D,206,44
Stop & Frisk,5/9/2017,2017,,,,,3900 BLOCK OF MINNESOTA AVENUE NE,6D,603,
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Unknown,4300 BLOCK OF WHEELER ROAD SE,7D,706,22
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF I STREET NW,1D,102,19
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF I STREET NW,1D,102,20
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF PROUT STREET SE,1D,108,Unknown
Stop & Frisk,5/9/2017,2017,Person,Unknown,Male,Not Hispanic Or Latino,900 BLOCK OF WAHLER PLACE SE,7D,706,31
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF 43RD STREET NW,2D,202,25
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF 43RD STREET NW,2D,202,29
Stop & Frisk,5/9/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF LANGSTON PLACE SE,7D,702,23
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF JAY STREET NE,6D,608,30
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,37
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF NEW YORK AVENUE NW,5D,501,28
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF SOUTHERN AVENUE SE,7D,706,24
Stop & Frisk,5/10/2017,2017,Person,Black,Female,Unknown,1900 BLOCK OF 7TH STREET NW,3D,305,22
Stop & Frisk,5/10/2017,2017,Person,Black,Female,Not Hispanic Or Latino,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,22
Stop & Frisk,5/10/2017,2017,Person,Black,Female,Unknown,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,23
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3800 BLOCK OF SOUTH CAPITOL STREET SE,7D,707,Unknown
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF ALABAMA AVENUE SE,7D,704,Juvenile
Stop & Frisk,5/10/2017,2017,Person,Unknown,Male,Unknown,2000 BLOCK OF ALABAMA AVENUE SE,7D,704,Juvenile
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF DIX STREET NE,6D,608,44
Stop & Frisk,5/10/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF DIX STREET NE,6D,608,56
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF 7TH STREET NW,1D,102,40
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF 32ND STREET NW,2D,204,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF 32ND STREET NW,2D,204,Juvenile
Stop & Frisk,5/11/2017,2017,Person,White,Male,Hispanic Or Latino,900 BLOCK OF KENNEDY STREET NW,4D,403,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF MASSACHUSETTS AVENUE NW,3D,307,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4000 BLOCK OF GEORGIA AVENUE NW,4D,404,37
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 13TH STREET SE,1D,106,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 13TH STREET SE,1D,106,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 13TH STREET SE,1D,106,Juvenile
Stop & Frisk,5/11/2017,2017,Person,Black,Female,Unknown,1400 BLOCK OF H STREET NE,2D,208,55
Stop & Frisk,5/11/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF COLUMBIA ROAD NW,3D,303,60
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4700 BLOCK OF BLAINE STREET NE,6D,602,23
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Unknown,5600 BLOCK OF EADS STREET NE,6D,608,23
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,7500 BLOCK OF 8TH STREET NW,4D,401,34
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 13TH STREET NW,1D,101,58
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF KENILWORTH TERRACE NE,6D,601,18
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF KENILWORTH TERRACE NE,6D,601,20
Stop & Frisk,5/12/2017,2017,Person,Unknown,Male,Unknown,700 BLOCK OF KENILWORTH TERRACE NE,6D,601,20
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF KENILWORTH TERRACE NE,6D,601,21
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF HOLBROOK TERRACE NE,5D,506,62
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Unknown,2300 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,41
Stop & Frisk,5/12/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF 23RD STREET SE,7D,704,Juvenile
Stop & Frisk,5/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF EAST CAPITOL STREET SE,1D,108,33
Stop & Frisk,5/13/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF N STREET SW,1D,105,40
Stop & Frisk,5/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF CALVERT STREET NW,3D,303,40
Stop & Frisk,5/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 7TH STREET NW,3D,308,23
Stop & Frisk,5/13/2017,2017,Person,White,Male,Hispanic Or Latino,3300 BLOCK OF 14TH STREET NW,3D,302,20
Stop & Frisk,5/13/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 7TH STREET NW,3D,306,33
Stop & Frisk,5/14/2017,2017,Person,White,Male,Unknown,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208,29
Stop & Frisk,5/14/2017,2017,Person,Unknown,Unknown,Unknown,1200 BLOCK OF CONNECTICUT AVENUE NW,2D,208,Unknown
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,19
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF 7TH STREET NW,1D,102,20
Stop & Frisk,5/14/2017,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,21
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF KENNEDY STREET NW,4D,403,28
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Unknown,3300 BLOCK OF 6TH STREET SE,7D,705,18
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF EADS STREET NE,6D,602,23
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF ALLISON STREET NW,4D,404,21
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF ALLISON STREET NW,4D,404,48
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Unknown,1600 BLOCK OF BENNING ROAD NE,5D,507,56
Stop & Frisk,5/14/2017,2017,Person,White,Male,Unknown,4400 BLOCK OF WISCONSIN AVENUE NW,2D,202,33
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5100 BLOCK OF FITCH STREET SE,6D,604,35
Stop & Frisk,5/14/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,27
Stop & Frisk,5/14/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF NEW YORK AVENUE NE,5D,505,39
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF 14TH STREET SE,1D,107,27
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF SHIPPEN LANE SE,7D,704,20
Stop & Frisk,5/15/2017,2017,Person,White,Male,Not Hispanic Or Latino,100 BLOCK OF NEW YORK AVENUE NE,5D,501,40
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF NEW YORK AVENUE NE,5D,501,57
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF S STREET SE,7D,701,Juvenile
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF NEVADA AVENUE NW,2D,203,Unknown
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF NEVADA AVENUE NW,2D,203,Unknown
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5300 BLOCK OF NEVADA AVENUE NW,2D,203,Unknown
Stop & Frisk,5/15/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF G STREET SW,1D,105,23
Stop & Frisk,5/15/2017,2017,Person,Black,Female,Unknown,100 BLOCK OF G STREET SW,1D,105,39
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF F STREET NW,1D,102,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF F STREET NW,1D,102,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF F STREET NW,1D,102,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,29
Stop & Frisk,5/16/2017,2017,Person,Black,Female,Unknown,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,31
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,32
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,33
Stop & Frisk,5/16/2017,2017,Person,Unknown,Male,Unknown,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,34
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF GEORGIA AVENUE NW,3D,302,44
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,4600 BLOCK OF LIVINGSTON ROAD SE,7D,708,30
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 7TH STREET NW,3D,308,20
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF MICHIGAN AVENUE NE,5D,504,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF MICHIGAN AVENUE NE,5D,504,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF QUINCY STREET NW,4D,404,Juvenile
Stop & Frisk,5/16/2017,2017,Person,White,Male,Hispanic Or Latino,800 BLOCK OF QUINCY STREET NW,4D,404,Juvenile
Stop & Frisk,5/16/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1800 BLOCK OF BRYANT STREET NE,5D,505,32
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,1800 BLOCK OF FRANKLIN STREET NE,5D,505,58
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 8TH STREET NW,3D,308,32
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5900 BLOCK OF GEORGIA AVENUE NW,4D,402,32
Stop & Frisk,5/16/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF O STREET NW,3D,308,40
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF 5TH STREET NE,5D,502,25
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3400 BLOCK OF BENNING ROAD NE,6D,602,26
Stop & Frisk,5/17/2017,2017,Person,Black,Female,Unknown,2800 BLOCK OF ALABAMA AVENUE SE,6D,606,25
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF POTOMAC AVENUE SE,1D,106,32
Stop & Frisk,5/17/2017,2017,Person,White,Female,Unknown,1900 BLOCK OF N STREET NW,2D,208,Juvenile
Stop & Frisk,5/17/2017,2017,Person,White,Female,Unknown,1700 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,45
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF MICHIGAN AVENUE NE,5D,504,19
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,43
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Unknown,1000 BLOCK OF 21ST STREET NW,5D,507,31
Stop & Frisk,5/17/2017,2017,Person,Black,Male,Unknown,1000 BLOCK OF 21ST STREET NW,5D,507,Unknown
Stop & Frisk,5/18/2017,2017,Person,Black,Female,Unknown,1900 BLOCK OF 6TH STREET NW,2D,206,25
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF JUST STREET NE,6D,608,25
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF JUST STREET NE,6D,608,37
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF XENIA ST SE,7D,706,41
Stop & Frisk,5/18/2017,2017,Person,Black,Female,Not Hispanic Or Latino,400 BLOCK OF XENIA ST SE,7D,706,56
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF MINNESOTA AVENUE SE,6D,607,50
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5400 BLOCK OF ILLINOIS AVENUE NW,4D,403,Juvenile
Stop & Frisk,5/18/2017,2017,Person,Black,Female,Not Hispanic Or Latino,500 BLOCK OF H STREET NW,1D,102,21
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF SHEPHERD STREET NW,4D,404,42
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4500 BLOCK OF SOUTH CAPITOL STREET SW,7D,706,Juvenile
Stop & Frisk,5/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF LAMONT STREET NW,3D,302,41
Stop & Frisk,5/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF U STREET NW,3D,305,29
Stop & Frisk,5/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF MORTON STREET NW,4D,404,43
Stop & Frisk,5/19/2017,2017,Person,White,Male,Hispanic Or Latino,4900 BLOCK OF FORT TOTTEN DRIVE NE,4D,405,29
Stop & Frisk,5/19/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Juvenile
Stop & Frisk,5/19/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1300 BLOCK OF MISSOURI AVENUE NW,4D,402,Juvenile
Stop & Frisk,5/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 61ST STREET NE,6D,608,47
Stop & Frisk,5/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,20
Stop & Frisk,5/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,Juvenile
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF 8TH STREET NW,1D,102,35
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,3300 BLOCK OF GEORGIA AVENUE NW,3D,302,60
Stop & Frisk,5/20/2017,2017,Person,Unknown,Male,Unknown,4700 BLOCK OF SOUTH CAPITOL STREET SE,7D,708,22
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,4700 BLOCK OF SOUTH CAPITOL STREET SE,7D,708,37
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF H STREET NE,5D,506,37
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF RANDOLPH PLACE NW,5D,501,44
Stop & Frisk,5/20/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2300 BLOCK OF 14TH STREET NE,5D,505,48
Stop & Frisk,5/20/2017,2017,Person,Black,Female,Unknown,UNIT BLOCK OF DUPONT CIRCLE NW,2D,208,47
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF PENNSYLVANIA AVENUE NW,1D,102,Juvenile
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,506,40
Stop & Frisk,5/20/2017,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF IRVING STREET NW,3D,302,36
Stop & Frisk,5/20/2017,2017,Person,White,Male,Unknown,1300 BLOCK OF IRVING STREET NW,3D,302,47
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 4TH STREET NE,5D,502,33
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 4TH STREET NE,5D,502,48
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF NORTH CAPITOL STREET NW,1D,103,34
Stop & Frisk,5/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,400 BLOCK OF 8TH STREET SE,1D,107,27
Stop & Frisk,5/21/2017,2017,Person,Unknown,Male,Unknown,3100 BLOCK OF M STREET NW,2D,206,45
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 22ND STREET NW,2D,208,21
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF 22ND STREET NW,2D,208,28
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF MORRIS ROAD SE,7D,701,19
Stop & Frisk,5/21/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF MORRIS ROAD SE,7D,701,20
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF 5TH STREET NE,5D,501,49
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF U STREET NW,3D,301,30
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF E STREET NW,1D,102,50
Stop & Frisk,5/21/2017,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF E STREET NW,1D,102,Unknown
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF MARYLAND AVENUE NE,5D,507,Juvenile
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4800 BLOCK OF BENNING ROAD SE,6D,604,18
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF A STREET NE,1D,107,30
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF POTOMAC AVENUE SE,1D,106,18
Stop & Frisk,5/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF POTOMAC AVENUE SE,1D,106,Juvenile
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2800 BLOCK OF 20TH STREET NE,5D,504,30
Stop & Frisk,5/22/2017,2017,Person,Unknown,Male,Unknown,2100 BLOCK OF SAVANNAH TERRACE SE,7D,704,Unknown
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF W STREET SE,7D,701,43
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 9TH STREET NW,3D,305,19
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 9TH STREET NW,3D,305,33
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF BLADENSBURG ROAD NE,5D,506,Juvenile
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF FORT DAVIS STREET SE,6D,605,38
Stop & Frisk,5/22/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF T STREET NW,3D,305,Juvenile
Stop & Frisk,5/22/2017,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF WEST VIRGINIA AVENUE NE,5D,506,29
Stop & Frisk,5/23/2017,2017,Person,Black,Male,Unknown,2700 BLOCK OF GEORGIA AVENUE NW,3D,304,37
Stop & Frisk,5/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF U STREET NW,3D,305,19
Stop & Frisk,5/23/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF U STREET NW,3D,305,22
